split_type,cell_line,heldout_drug,heldout_MoA,observed_library_fraction,seed,recommendation_mode,structure_reliability_score,preference_conflict,information_condition_mode,true_divergence,true_div_min_cos,true_div_minority_frac,minority_state_coverage_gap,moa_ndcg_gap,minority_state_coverage_dart,moa_ndcg_dart,minority_state_coverage_mean,moa_ndcg_mean
leave_MoA_out,A549,PF-3845,Metabolism,0.973404255319149,1,DART_recommended,0.4484972804885695,0.6299435028248588,observed,1.6847498547942446,-0.6847498547942446,0.475,0.002179233137349912,,0.989453627231392,,0.987274394094042,
leave_MoA_out,A549,Prednisone,Endocrinology & Hormones,0.973404255319149,2,mean_or_no_call,0.3994177064330363,0.6062146892655367,observed,1.7052383553493606,-0.7052383553493605,0.47,-0.0014785944803896722,,0.991633940402652,,0.9931125348830416,
leave_MoA_out,A549,Ramelteon,GPCR & G Protein,0.9893617021276596,0,DART_recommended,0.4660759599107275,0.5926553672316384,observed,1.672783639006295,-0.6727836390062947,0.4,2.2088451327451075e-05,,0.9859058341862804,,0.985883745734953,
leave_MoA_out,A549,SL-327,MAPK,0.9787234042553192,3,DART_recommended,0.4393958849268685,0.5220338983050847,observed,1.415157030203935,-0.4151570302039349,0.445,-0.0025673286783164384,,0.9889235888661168,,0.9914909175444332,
leave_MoA_out,A549,SNS-314,Cell Cycle,0.8882978723404256,4,DART_recommended,0.537695764903654,0.4994350282485876,observed,1.1416432291799512,-0.1416432291799512,0.47,0.0,,0.9896848472340638,,0.9896848472340638,
leave_MoA_out,A549,SRT3025 HCl,DNA Damage,0.8723404255319149,0,DART_recommended,0.4764287808433877,0.5977401129943503,observed,1.7150594164189816,-0.7150594164189816,0.435,0.0004250806900200077,,0.991936467889475,,0.991511387199455,
leave_MoA_out,A549,Sorafenib Tosylate,MAPK,0.9787234042553192,0,mean_or_no_call,0.3712353795371252,0.6299435028248588,observed,1.5785900399202537,-0.5785900399202535,0.4,0.0011837271878339939,,0.9929780107248616,,0.9917942835370276,
leave_MoA_out,A549,Sorafenib Tosylate,MAPK,0.9787234042553192,4,DART_recommended,0.6311649884197188,0.611864406779661,observed,1.5190612257180105,-0.5190612257180103,0.35,-0.0019302276869211932,,0.974887857669796,,0.9768180853567172,
leave_MoA_out,A549,TGX-221,PI3K/Akt/mTOR,0.9840425531914894,4,mean_or_no_call,0.3910491495483672,0.6237288135593221,observed,1.6611811929416007,-0.6611811929416007,0.49,0.0031619031963163735,,0.9889306344652036,,0.9857687312688872,
leave_MoA_out,A549,Tanespimycin (17-AAG),Cytoskeletal Signaling,0.9361702127659576,1,DART_recommended,0.6524594831548505,0.5694915254237288,observed,1.1415674453205986,-0.1415674453205986,0.41,0.0,,0.9889191617551574,,0.9889191617551574,
