file,row,column,arm_v,arm_u,delta,rel,max_abs_cell_delta,sign_flips,n,keyed
exp03_crossline_semireal/crossline_divergence.csv,Quercetin | K562+A549,n_a,480.0,480.0,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Quercetin | K562+A549,n_b,480.0,480.0,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Quercetin | K562+A549,eff_a,0.8752813339233398,0.8752813339233398,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Quercetin | K562+A549,eff_b,0.8169390559196472,0.8169390559196472,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Quercetin | K562+A549,cross_cos,-0.0516899302601814,-0.0516899302601814,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Quercetin | K562+A549,rel_a,0.0107101362198591,0.0107101362198591,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Quercetin | K562+A549,rel_b,0.2184854388236999,0.2184854388236999,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Ki16425 | K562+A549,n_a,480.0,480.0,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Ki16425 | K562+A549,n_b,480.0,480.0,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Ki16425 | K562+A549,eff_a,0.958134114742279,0.958134114742279,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Ki16425 | K562+A549,eff_b,0.7367209196090698,0.7367209196090698,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Ki16425 | K562+A549,cross_cos,-0.0503647066652774,-0.0503647066652774,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Ki16425 | K562+A549,rel_a,0.1051704049110412,0.1051704049110412,0.0,0.0,0.0,0,1,True
