cell_line,drug,RR_ref_oracle_vs_cos,RR_pop_oracle_vs_cos,G_oracle_vs_cos
LoVo,OTS514,1.0,1.0,0.0
LoVo,Oleic acid,1.0,1.0,0.0
LoVo,Oxaliplatin,1.0,1.0,0.0
LoVo,PF-06260933,1.0,1.0,0.0
LoVo,PH-797804,1.0,1.0,0.0
LoVo,Paclitaxel,1.0,1.0,0.0
LoVo,Pemigatinib,1.0,1.0,0.0
LoVo,Pimitespib,1.0,1.0,0.0
LoVo,Pralsetinib,1.0,1.0,0.0
LoVo,RMC-6236,1.0,1.0,0.0
LoVo,Ralimetinib dimesylate,0.7666666666666667,1.0,0.2333333333333333
LoVo,Regorafenib,1.0,1.0,0.0
LoVo,SBI-0640756,1.0,1.0,0.0
LoVo,Sapanisertib,1.0,1.0,0.0
LoVo,Sonidegib,1.0,1.0,0.0
LoVo,TAK-733,1.0,1.0,0.0
LoVo,TAK-901,1.0,1.0,0.0
LoVo,Temuterkib,1.0,1.0,0.0
LoVo,Tomivosertib,1.0,1.0,0.0
LoVo,Torkinib,1.0,1.0,0.0
LoVo,Trametinib,1.0,1.0,0.0
LoVo,Tubulin inhibitor 6,1.0,1.0,0.0
LoVo,Tucatinib,1.0,1.0,0.0
LoVo,ULK-101,1.0,1.0,0.0
LoVo,Vemurafenib,1.0,1.0,0.0
LoVo,Volasertib,1.0,1.0,0.0
LoVo,XRK3F2,1.0,1.0,0.0
LoVo,c-Kit-IN-1,1.0,1.0,0.0
LoVo,olaparib,1.0,1.0,0.0
LoVo,palbociclib,1.0,1.0,0.0
LoVo,venetoclax,1.0,1.0,0.0
LoVo,vincristine,1.0,1.0,0.0
MIA PaCa-2,4EGI-1,1.0,1.0,0.0
MIA PaCa-2,9-ING-41,1.0,1.0,0.0
MIA PaCa-2,APTO-253,1.0,1.0,0.0
MIA PaCa-2,AT7519,1.0,1.0,0.0
MIA PaCa-2,AZD-7648,1.0,1.0,0.0
MIA PaCa-2,AZD-8055,1.0,1.0,0.0
MIA PaCa-2,AZD1390,1.0,1.0,0.0
MIA PaCa-2,AZD2858,0.54,0.8,0.26
MIA PaCa-2,Abemaciclib,1.0,1.0,0.0
MIA PaCa-2,Adagrasib,1.0,1.0,0.0
MIA PaCa-2,Afatinib,1.0,1.0,0.0
MIA PaCa-2,Alpelisib,1.0,1.0,0.0
MIA PaCa-2,Anastrozole,0.8400000000000001,0.9,0.06
MIA PaCa-2,BAY1125976,1.0,1.0,0.0
MIA PaCa-2,BI-3406,0.9,1.0,0.1
MIA PaCa-2,BI-78D3,1.0,1.0,0.0
MIA PaCa-2,Belumosudil (mesylate),1.0,1.0,0.0
MIA PaCa-2,Belzutifan,1.0,1.0,0.0
MIA PaCa-2,Bentamapimod,1.0,1.0,0.0
MIA PaCa-2,Bimiralisib,1.0,1.0,0.0
MIA PaCa-2,Binimetinib,1.0,1.0,0.0
MIA PaCa-2,Bortezomib,1.0,1.0,0.0
MIA PaCa-2,Brivudine,1.0,1.0,0.0
MIA PaCa-2,CP21R7,0.8400000000000001,1.0,0.16
MIA PaCa-2,Capivasertib,1.0,1.0,0.0
MIA PaCa-2,Capmatinib,1.0,1.0,0.0
MIA PaCa-2,Celecoxib,0.5916666666666666,0.8666666666666666,0.275
MIA PaCa-2,DT-061,1.0,1.0,0.0
MIA PaCa-2,DTP3,1.0,1.0,0.0
MIA PaCa-2,Dabrafenib,1.0,1.0,0.0
MIA PaCa-2,ERK5-IN-2,1.0,1.0,0.0
MIA PaCa-2,ETC-206,0.9,1.0,0.1
MIA PaCa-2,EX229,1.0,1.0,0.0
MIA PaCa-2,Elimusertib hydrochloride,1.0,1.0,0.0
MIA PaCa-2,Encorafenib,1.0,1.0,0.0
MIA PaCa-2,Erdafitinib ,1.0,1.0,0.0
MIA PaCa-2,Everolimus,1.0,1.0,0.0
MIA PaCa-2,Futibatinib,1.0,1.0,0.0
MIA PaCa-2,GSK1059615,1.0,1.0,0.0
MIA PaCa-2,Gemcitabine,0.8400000000000001,0.85,0.01
MIA PaCa-2,HI-TOPK-032,1.0,1.0,0.0
MIA PaCa-2,Hydroxyfasudil,1.0,1.0,0.0
MIA PaCa-2,IQ 1,1.0,1.0,0.0
MIA PaCa-2,Infigratinib,1.0,1.0,0.0
MIA PaCa-2,Ipatasertib,1.0,1.0,0.0
MIA PaCa-2,Irinotecan,1.0,1.0,0.0
MIA PaCa-2,Ixazomib,1.0,1.0,0.0
MIA PaCa-2,LB-100,0.9,0.9,0.0
MIA PaCa-2,LJI308,1.0,1.0,0.0
MIA PaCa-2,LY-2584702 (tosylate salt),1.0,1.0,0.0
MIA PaCa-2,LY2090314,1.0,1.0,0.0
MIA PaCa-2,Lapatinib ditosylate,1.0,1.0,0.0
MIA PaCa-2,Lonafarnib,1.0,1.0,0.0
MIA PaCa-2,MK-3903,1.0,1.0,0.0
MIA PaCa-2,MK-8353,1.0,1.0,0.0
MIA PaCa-2,ML264,0.9,0.9,0.0
MIA PaCa-2,Methylprednisolone succinate,1.0,1.0,0.0
MIA PaCa-2,Minodronic acid,0.9,0.9,0.0
MIA PaCa-2,NG25,1.0,1.0,0.0
MIA PaCa-2,NVP-BHG712,1.0,1.0,0.0
MIA PaCa-2,OTS514,1.0,1.0,0.0
MIA PaCa-2,Oleic acid,0.8,0.9,0.1
MIA PaCa-2,Oxaliplatin,1.0,1.0,0.0
MIA PaCa-2,PF-06260933,1.0,1.0,0.0
MIA PaCa-2,PH-797804,1.0,1.0,0.0
MIA PaCa-2,Paclitaxel,1.0,1.0,0.0
MIA PaCa-2,Pemigatinib,0.9,1.0,0.1
MIA PaCa-2,Pimitespib,0.9,1.0,0.1
MIA PaCa-2,Pralsetinib,1.0,1.0,0.0
MIA PaCa-2,RMC-6236,1.0,1.0,0.0
MIA PaCa-2,Ralimetinib dimesylate,1.0,1.0,0.0
MIA PaCa-2,Regorafenib,1.0,1.0,0.0
MIA PaCa-2,SBI-0640756,1.0,1.0,0.0
MIA PaCa-2,Sapanisertib,1.0,1.0,0.0
MIA PaCa-2,Sonidegib,1.0,1.0,0.0
MIA PaCa-2,TAK-733,1.0,1.0,0.0
MIA PaCa-2,TAK-901,1.0,1.0,0.0
MIA PaCa-2,Temuterkib,1.0,1.0,0.0
MIA PaCa-2,Tomivosertib,1.0,1.0,0.0
MIA PaCa-2,Torkinib,1.0,1.0,0.0
MIA PaCa-2,Trametinib,1.0,1.0,0.0
MIA PaCa-2,Tubulin inhibitor 6,1.0,1.0,0.0
MIA PaCa-2,Tucatinib,1.0,1.0,0.0
MIA PaCa-2,ULK-101,1.0,1.0,0.0
MIA PaCa-2,Vemurafenib,1.0,1.0,0.0
MIA PaCa-2,Volasertib,0.65,1.0,0.35
MIA PaCa-2,XRK3F2,0.8,0.9,0.1
MIA PaCa-2,c-Kit-IN-1,1.0,1.0,0.0
MIA PaCa-2,olaparib,1.0,1.0,0.0
MIA PaCa-2,palbociclib,0.9,0.9,0.0
MIA PaCa-2,venetoclax,1.0,1.0,0.0
MIA PaCa-2,vincristine,1.0,1.0,0.0
NCI-H1573,4EGI-1,1.0,1.0,0.0
NCI-H1573,9-ING-41,1.0,1.0,0.0
NCI-H1573,APTO-253,1.0,1.0,0.0
NCI-H1573,AT7519,1.0,0.9,-0.1
NCI-H1573,AZD-7648,1.0,1.0,0.0
NCI-H1573,AZD-8055,1.0,1.0,0.0
NCI-H1573,AZD1390,1.0,1.0,0.0
NCI-H1573,AZD2858,0.8,1.0,0.2
NCI-H1573,Abemaciclib,1.0,1.0,0.0
NCI-H1573,Adagrasib,1.0,1.0,0.0
NCI-H1573,Afatinib,1.0,1.0,0.0
NCI-H1573,Alpelisib,1.0,1.0,0.0
NCI-H1573,Anastrozole,1.0,1.0,0.0
NCI-H1573,BAY1125976,1.0,1.0,0.0
NCI-H1573,BI-3406,1.0,1.0,0.0
NCI-H1573,BI-78D3,0.8,1.0,0.2
NCI-H1573,Belumosudil (mesylate),1.0,1.0,0.0
NCI-H1573,Belzutifan,1.0,1.0,0.0
NCI-H1573,Bentamapimod,1.0,1.0,0.0
NCI-H1573,Bimiralisib,1.0,1.0,0.0
NCI-H1573,Binimetinib,1.0,1.0,0.0
NCI-H1573,Bortezomib,1.0,1.0,0.0
NCI-H1573,Brivudine,1.0,1.0,0.0
NCI-H1573,CP21R7,1.0,1.0,0.0
NCI-H1573,Capivasertib,1.0,1.0,0.0
NCI-H1573,Capmatinib,1.0,1.0,0.0
NCI-H1573,Celecoxib,0.85,1.0,0.15
NCI-H1573,DT-061,1.0,1.0,0.0
NCI-H1573,DTP3,1.0,1.0,0.0
NCI-H1573,Dabrafenib,1.0,1.0,0.0
NCI-H1573,ERK5-IN-2,1.0,1.0,0.0
NCI-H1573,ETC-206,0.7166666666666666,1.0,0.2833333333333333
NCI-H1573,EX229,1.0,1.0,0.0
NCI-H1573,Elimusertib hydrochloride,1.0,1.0,0.0
NCI-H1573,Encorafenib,1.0,1.0,0.0
NCI-H1573,Erdafitinib ,1.0,1.0,0.0
NCI-H1573,Everolimus,1.0,1.0,0.0
NCI-H1573,Futibatinib,1.0,1.0,0.0
NCI-H1573,GSK1059615,1.0,1.0,0.0
NCI-H1573,Gemcitabine,1.0,1.0,0.0
NCI-H1573,HI-TOPK-032,1.0,1.0,0.0
NCI-H1573,Hydroxyfasudil,1.0,1.0,0.0
NCI-H1573,IQ 1,1.0,1.0,0.0
NCI-H1573,Infigratinib,1.0,1.0,0.0
NCI-H1573,Ipatasertib,1.0,1.0,0.0
NCI-H1573,Irinotecan,1.0,1.0,0.0
NCI-H1573,Ixazomib,1.0,1.0,0.0
NCI-H1573,LB-100,1.0,1.0,0.0
NCI-H1573,LJI308,1.0,1.0,0.0
NCI-H1573,LY-2584702 (tosylate salt),1.0,1.0,0.0
NCI-H1573,LY2090314,1.0,1.0,0.0
NCI-H1573,Lapatinib ditosylate,1.0,1.0,0.0
NCI-H1573,Lonafarnib,1.0,1.0,0.0
NCI-H1573,MK-3903,1.0,1.0,0.0
NCI-H1573,MK-8353,1.0,1.0,0.0
NCI-H1573,ML264,1.0,1.0,0.0
NCI-H1573,Methylprednisolone succinate,1.0,1.0,0.0
NCI-H1573,Minodronic acid,1.0,1.0,0.0
NCI-H1573,NG25,1.0,1.0,0.0
NCI-H1573,NVP-BHG712,0.9,1.0,0.1
NCI-H1573,OTS514,1.0,1.0,0.0
NCI-H1573,Oleic acid,0.9,1.0,0.1
NCI-H1573,Oxaliplatin,1.0,1.0,0.0
NCI-H1573,PF-06260933,1.0,1.0,0.0
NCI-H1573,PH-797804,1.0,1.0,0.0
NCI-H1573,Paclitaxel,1.0,1.0,0.0
NCI-H1573,Pemigatinib,1.0,1.0,0.0
NCI-H1573,Pimitespib,1.0,1.0,0.0
NCI-H1573,Pralsetinib,1.0,1.0,0.0
NCI-H1573,RMC-6236,1.0,1.0,0.0
NCI-H1573,Ralimetinib dimesylate,1.0,1.0,0.0
NCI-H1573,Regorafenib,1.0,1.0,0.0
NCI-H1573,SBI-0640756,1.0,1.0,0.0
NCI-H1573,Sapanisertib,1.0,1.0,0.0
NCI-H1573,Sonidegib,1.0,1.0,0.0
NCI-H1573,TAK-733,1.0,1.0,0.0
NCI-H1573,TAK-901,1.0,1.0,0.0
NCI-H1573,Temuterkib,1.0,1.0,0.0
NCI-H1573,Tomivosertib,1.0,1.0,0.0
NCI-H1573,Torkinib,1.0,1.0,0.0
NCI-H1573,Trametinib,1.0,1.0,0.0
NCI-H1573,Tubulin inhibitor 6,1.0,1.0,0.0
NCI-H1573,Tucatinib,1.0,1.0,0.0
NCI-H1573,ULK-101,1.0,1.0,0.0
NCI-H1573,Vemurafenib,1.0,1.0,0.0
NCI-H1573,Volasertib,0.7,0.9,0.2
NCI-H1573,XRK3F2,1.0,1.0,0.0
NCI-H1573,c-Kit-IN-1,1.0,1.0,0.0
NCI-H1573,olaparib,1.0,1.0,0.0
NCI-H1573,palbociclib,1.0,1.0,0.0
NCI-H1573,venetoclax,1.0,1.0,0.0
NCI-H1573,vincristine,1.0,1.0,0.0
NCI-H1792,4EGI-1,1.0,1.0,0.0
NCI-H1792,9-ING-41,0.9,1.0,0.1
NCI-H1792,APTO-253,1.0,1.0,0.0
NCI-H1792,AT7519,1.0,1.0,0.0
NCI-H1792,AZD-7648,1.0,1.0,0.0
NCI-H1792,AZD-8055,1.0,1.0,0.0
NCI-H1792,AZD1390,1.0,1.0,0.0
NCI-H1792,AZD2858,0.9,1.0,0.1
NCI-H1792,Abemaciclib,1.0,1.0,0.0
NCI-H1792,Adagrasib,1.0,1.0,0.0
NCI-H1792,Afatinib,1.0,1.0,0.0
NCI-H1792,Alpelisib,1.0,1.0,0.0
NCI-H1792,Anastrozole,1.0,1.0,0.0
NCI-H1792,BAY1125976,1.0,1.0,0.0
NCI-H1792,BI-3406,0.9,1.0,0.1
NCI-H1792,BI-78D3,1.0,1.0,0.0
NCI-H1792,Belumosudil (mesylate),1.0,1.0,0.0
NCI-H1792,Belzutifan,1.0,1.0,0.0
NCI-H1792,Bentamapimod,0.9,1.0,0.1
NCI-H1792,Bimiralisib,1.0,1.0,0.0
NCI-H1792,Binimetinib,1.0,1.0,0.0
NCI-H1792,Brivudine,1.0,1.0,0.0
NCI-H1792,CP21R7,1.0,1.0,0.0
NCI-H1792,Capivasertib,1.0,1.0,0.0
NCI-H1792,Capmatinib,1.0,1.0,0.0
NCI-H1792,Celecoxib,0.9,1.0,0.1
NCI-H1792,DT-061,1.0,1.0,0.0
NCI-H1792,DTP3,1.0,1.0,0.0
NCI-H1792,Dabrafenib,1.0,1.0,0.0
NCI-H1792,ERK5-IN-2,1.0,1.0,0.0
NCI-H1792,ETC-206,1.0,1.0,0.0
NCI-H1792,EX229,1.0,1.0,0.0
NCI-H1792,Elimusertib hydrochloride,1.0,1.0,0.0
NCI-H1792,Encorafenib,1.0,1.0,0.0
NCI-H1792,Erdafitinib ,1.0,1.0,0.0
NCI-H1792,Everolimus,1.0,1.0,0.0
NCI-H1792,Futibatinib,1.0,1.0,0.0
NCI-H1792,GSK1059615,1.0,1.0,0.0
NCI-H1792,Gemcitabine,0.9,1.0,0.1
NCI-H1792,HI-TOPK-032,1.0,1.0,0.0
NCI-H1792,Hydroxyfasudil,1.0,1.0,0.0
NCI-H1792,IQ 1,1.0,1.0,0.0
NCI-H1792,Infigratinib,1.0,1.0,0.0
NCI-H1792,Ipatasertib,1.0,1.0,0.0
NCI-H1792,Irinotecan,1.0,1.0,0.0
NCI-H1792,Ixazomib,1.0,1.0,0.0
NCI-H1792,LB-100,1.0,1.0,0.0
NCI-H1792,LJI308,1.0,1.0,0.0
NCI-H1792,LY-2584702 (tosylate salt),1.0,1.0,0.0
NCI-H1792,LY2090314,1.0,1.0,0.0
NCI-H1792,Lapatinib ditosylate,1.0,1.0,0.0
NCI-H1792,Lonafarnib,1.0,1.0,0.0
NCI-H1792,MK-3903,1.0,1.0,0.0
NCI-H1792,MK-8353,1.0,1.0,0.0
NCI-H1792,ML264,1.0,1.0,0.0
NCI-H1792,Methylprednisolone succinate,1.0,1.0,0.0
NCI-H1792,Minodronic acid,1.0,1.0,0.0
NCI-H1792,NG25,1.0,1.0,0.0
NCI-H1792,NVP-BHG712,1.0,1.0,0.0
NCI-H1792,OTS514,1.0,1.0,0.0
NCI-H1792,Oleic acid,0.8,0.9,0.1
NCI-H1792,Oxaliplatin,1.0,1.0,0.0
NCI-H1792,PF-06260933,1.0,1.0,0.0
NCI-H1792,PH-797804,1.0,1.0,0.0
NCI-H1792,Paclitaxel,1.0,1.0,0.0
NCI-H1792,Pemigatinib,1.0,1.0,0.0
NCI-H1792,Pimitespib,1.0,1.0,0.0
NCI-H1792,Pralsetinib,1.0,1.0,0.0
NCI-H1792,RMC-6236,1.0,1.0,0.0
NCI-H1792,Ralimetinib dimesylate,1.0,1.0,0.0
NCI-H1792,Regorafenib,1.0,1.0,0.0
NCI-H1792,SBI-0640756,1.0,1.0,0.0
NCI-H1792,Sapanisertib,1.0,1.0,0.0
NCI-H1792,Sonidegib,1.0,1.0,0.0
NCI-H1792,TAK-733,1.0,1.0,0.0
NCI-H1792,TAK-901,1.0,1.0,0.0
NCI-H1792,Temuterkib,1.0,1.0,0.0
NCI-H1792,Tomivosertib,1.0,1.0,0.0
NCI-H1792,Torkinib,1.0,1.0,0.0
NCI-H1792,Trametinib,1.0,1.0,0.0
NCI-H1792,Tubulin inhibitor 6,0.9,1.0,0.1
NCI-H1792,Tucatinib,1.0,1.0,0.0
NCI-H1792,ULK-101,1.0,1.0,0.0
NCI-H1792,Vemurafenib,1.0,1.0,0.0
NCI-H1792,Volasertib,1.0,1.0,0.0
NCI-H1792,XRK3F2,1.0,1.0,0.0
NCI-H1792,c-Kit-IN-1,1.0,1.0,0.0
NCI-H1792,olaparib,1.0,1.0,0.0
NCI-H1792,palbociclib,1.0,1.0,0.0
NCI-H1792,venetoclax,1.0,1.0,0.0
NCI-H1792,vincristine,1.0,1.0,0.0
NCI-H2030,4EGI-1,1.0,1.0,0.0
NCI-H2030,9-ING-41,0.66,0.9,0.24
NCI-H2030,APTO-253,1.0,0.9,-0.1
NCI-H2030,AT7519,0.9,1.0,0.1
NCI-H2030,AZD-7648,1.0,1.0,0.0
NCI-H2030,AZD-8055,1.0,1.0,0.0
NCI-H2030,AZD1390,1.0,1.0,0.0
NCI-H2030,AZD2858,1.0,1.0,0.0
NCI-H2030,Abemaciclib,1.0,1.0,0.0
NCI-H2030,Adagrasib,1.0,1.0,0.0
NCI-H2030,Afatinib,1.0,1.0,0.0
NCI-H2030,Alpelisib,1.0,1.0,0.0
NCI-H2030,Anastrozole,1.0,1.0,0.0
NCI-H2030,BAY1125976,1.0,1.0,0.0
NCI-H2030,BI-3406,1.0,1.0,0.0
NCI-H2030,BI-78D3,0.8400000000000001,1.0,0.16
NCI-H2030,Belumosudil (mesylate),1.0,1.0,0.0
NCI-H2030,Belzutifan,1.0,1.0,0.0
NCI-H2030,Bentamapimod,1.0,1.0,0.0
NCI-H2030,Bimiralisib,1.0,1.0,0.0
NCI-H2030,Binimetinib,1.0,1.0,0.0
NCI-H2030,Bortezomib,1.0,1.0,0.0
NCI-H2030,Brivudine,1.0,1.0,0.0
NCI-H2030,CP21R7,1.0,1.0,0.0
NCI-H2030,Capivasertib,1.0,1.0,0.0
NCI-H2030,Capmatinib,0.8,1.0,0.2
NCI-H2030,Celecoxib,0.72,0.8133333333333332,0.0933333333333333
NCI-H2030,DT-061,1.0,1.0,0.0
NCI-H2030,DTP3,1.0,1.0,0.0
NCI-H2030,Dabrafenib,1.0,1.0,0.0
NCI-H2030,ERK5-IN-2,1.0,1.0,0.0
NCI-H2030,ETC-206,0.9,0.9,0.0
NCI-H2030,EX229,1.0,1.0,0.0
NCI-H2030,Elimusertib hydrochloride,1.0,1.0,0.0
NCI-H2030,Encorafenib,1.0,1.0,0.0
NCI-H2030,Erdafitinib ,1.0,1.0,0.0
NCI-H2030,Everolimus,1.0,1.0,0.0
NCI-H2030,Futibatinib,1.0,1.0,0.0
NCI-H2030,GSK1059615,1.0,1.0,0.0
NCI-H2030,Gemcitabine,1.0,1.0,0.0
NCI-H2030,HI-TOPK-032,1.0,1.0,0.0
NCI-H2030,Hydroxyfasudil,0.8,0.9,0.1
NCI-H2030,IQ 1,1.0,1.0,0.0
NCI-H2030,Infigratinib,1.0,1.0,0.0
NCI-H2030,Ipatasertib,1.0,1.0,0.0
NCI-H2030,Irinotecan,1.0,1.0,0.0
NCI-H2030,Ixazomib,1.0,1.0,0.0
NCI-H2030,LB-100,1.0,0.8666666666666666,-0.1333333333333333
NCI-H2030,LJI308,1.0,1.0,0.0
NCI-H2030,LY-2584702 (tosylate salt),1.0,1.0,0.0
NCI-H2030,LY2090314,1.0,1.0,0.0
NCI-H2030,Lapatinib ditosylate,1.0,1.0,0.0
NCI-H2030,Lonafarnib,1.0,1.0,0.0
NCI-H2030,MK-3903,0.8,1.0,0.2
NCI-H2030,MK-8353,0.9,1.0,0.1
NCI-H2030,ML264,1.0,1.0,0.0
NCI-H2030,Methylprednisolone succinate,1.0,1.0,0.0
NCI-H2030,Minodronic acid,1.0,1.0,0.0
NCI-H2030,NG25,1.0,1.0,0.0
NCI-H2030,NVP-BHG712,1.0,1.0,0.0
NCI-H2030,OTS514,1.0,1.0,0.0
NCI-H2030,Oleic acid,0.7666666666666666,1.0,0.2333333333333333
NCI-H2030,Oxaliplatin,1.0,1.0,0.0
NCI-H2030,PF-06260933,1.0,1.0,0.0
NCI-H2030,PH-797804,1.0,1.0,0.0
NCI-H2030,Paclitaxel,1.0,1.0,0.0
NCI-H2030,Pemigatinib,0.8400000000000001,1.0,0.16
NCI-H2030,Pimitespib,1.0,1.0,0.0
NCI-H2030,Pralsetinib,1.0,1.0,0.0
NCI-H2030,RMC-6236,1.0,1.0,0.0
NCI-H2030,Ralimetinib dimesylate,1.0,1.0,0.0
NCI-H2030,Regorafenib,1.0,1.0,0.0
NCI-H2030,SBI-0640756,1.0,1.0,0.0
NCI-H2030,Sapanisertib,1.0,1.0,0.0
NCI-H2030,Sonidegib,1.0,1.0,0.0
NCI-H2030,TAK-733,1.0,1.0,0.0
NCI-H2030,TAK-901,1.0,1.0,0.0
NCI-H2030,Temuterkib,1.0,1.0,0.0
NCI-H2030,Tomivosertib,1.0,1.0,0.0
NCI-H2030,Torkinib,1.0,1.0,0.0
NCI-H2030,Trametinib,1.0,1.0,0.0
NCI-H2030,Tubulin inhibitor 6,1.0,1.0,0.0
NCI-H2030,Tucatinib,1.0,1.0,0.0
NCI-H2030,ULK-101,1.0,1.0,0.0
NCI-H2030,Vemurafenib,1.0,1.0,0.0
NCI-H2030,Volasertib,1.0,1.0,0.0
NCI-H2030,XRK3F2,1.0,1.0,0.0
NCI-H2030,c-Kit-IN-1,1.0,1.0,0.0
NCI-H2030,olaparib,1.0,1.0,0.0
NCI-H2030,palbociclib,1.0,1.0,0.0
NCI-H2030,venetoclax,1.0,1.0,0.0
NCI-H2030,vincristine,1.0,1.0,0.0
NCI-H23,4EGI-1,1.0,1.0,0.0
NCI-H23,9-ING-41,1.0,1.0,0.0
NCI-H23,APTO-253,1.0,1.0,0.0
NCI-H23,AT7519,1.0,0.9,-0.1
NCI-H23,AZD-7648,1.0,1.0,0.0
NCI-H23,AZD-8055,0.7666666666666666,0.9,0.1333333333333333
NCI-H23,AZD1390,1.0,1.0,0.0
NCI-H23,AZD2858,0.5,0.6900000000000001,0.19
NCI-H23,Abemaciclib,1.0,1.0,0.0
NCI-H23,Adagrasib,1.0,1.0,0.0
NCI-H23,Afatinib,1.0,1.0,0.0
NCI-H23,Alpelisib,1.0,1.0,0.0
NCI-H23,Anastrozole,0.65,0.8,0.15
NCI-H23,BAY1125976,1.0,1.0,0.0
NCI-H23,BI-3406,1.0,1.0,0.0
NCI-H23,BI-78D3,0.4388888888888889,1.0,0.5611111111111111
NCI-H23,Belumosudil (mesylate),1.0,1.0,0.0
NCI-H23,Belzutifan,1.0,1.0,0.0
NCI-H23,Bentamapimod,0.9,1.0,0.1
NCI-H23,Bimiralisib,1.0,1.0,0.0
NCI-H23,Binimetinib,1.0,1.0,0.0
NCI-H23,Bortezomib,1.0,1.0,0.0
NCI-H23,Brivudine,1.0,1.0,0.0
NCI-H23,CP21R7,0.8,0.9,0.1
NCI-H23,Capivasertib,0.5583333333333333,0.85,0.2916666666666667
NCI-H23,Capmatinib,1.0,1.0,0.0
NCI-H23,Celecoxib,0.6666666666666667,0.9,0.2333333333333333
NCI-H23,DT-061,1.0,1.0,0.0
NCI-H23,DTP3,1.0,1.0,0.0
NCI-H23,Dabrafenib,1.0,1.0,0.0
NCI-H23,ERK5-IN-2,1.0,1.0,0.0
NCI-H23,ETC-206,0.5666666666666667,0.75,0.1833333333333333
NCI-H23,EX229,1.0,1.0,0.0
NCI-H23,Elimusertib hydrochloride,1.0,1.0,0.0
NCI-H23,Encorafenib,1.0,1.0,0.0
NCI-H23,Erdafitinib ,0.7133333333333333,0.7285714285714285,0.0152380952380952
NCI-H23,Everolimus,1.0,1.0,0.0
NCI-H23,Futibatinib,1.0,1.0,0.0
NCI-H23,GSK1059615,1.0,1.0,0.0
NCI-H23,Gemcitabine,1.0,1.0,0.0
NCI-H23,HI-TOPK-032,1.0,1.0,0.0
NCI-H23,Hydroxyfasudil,0.7285714285714285,0.8222222222222222,0.0936507936507936
NCI-H23,IQ 1,1.0,1.0,0.0
NCI-H23,Infigratinib,1.0,1.0,0.0
NCI-H23,Ipatasertib,1.0,1.0,0.0
NCI-H23,Irinotecan,1.0,1.0,0.0
NCI-H23,Ixazomib,1.0,1.0,0.0
NCI-H23,LB-100,1.0,1.0,0.0
NCI-H23,LJI308,1.0,1.0,0.0
NCI-H23,LY-2584702 (tosylate salt),1.0,1.0,0.0
NCI-H23,LY2090314,1.0,1.0,0.0
NCI-H23,Lapatinib ditosylate,1.0,1.0,0.0
NCI-H23,Lonafarnib,1.0,1.0,0.0
NCI-H23,MK-3903,1.0,1.0,0.0
NCI-H23,MK-8353,0.8285714285714285,0.9,0.0714285714285714
NCI-H23,ML264,1.0,1.0,0.0
NCI-H23,Methylprednisolone succinate,1.0,1.0,0.0
NCI-H23,Minodronic acid,0.9,1.0,0.1
NCI-H23,NG25,1.0,1.0,0.0
NCI-H23,NVP-BHG712,0.7666666666666666,1.0,0.2333333333333333
NCI-H23,OTS514,1.0,1.0,0.0
NCI-H23,Oleic acid,1.0,1.0,0.0
NCI-H23,Oxaliplatin,0.8,1.0,0.2
NCI-H23,PF-06260933,1.0,1.0,0.0
NCI-H23,PH-797804,1.0,1.0,0.0
NCI-H23,Paclitaxel,0.9,1.0,0.1
NCI-H23,Pemigatinib,0.5700000000000001,0.75,0.18
NCI-H23,Pimitespib,1.0,1.0,0.0
NCI-H23,Pralsetinib,1.0,1.0,0.0
NCI-H23,RMC-6236,1.0,1.0,0.0
NCI-H23,Ralimetinib dimesylate,1.0,1.0,0.0
NCI-H23,Regorafenib,1.0,1.0,0.0
NCI-H23,SBI-0640756,1.0,1.0,0.0
NCI-H23,Sapanisertib,1.0,1.0,0.0
NCI-H23,Sonidegib,1.0,1.0,0.0
NCI-H23,TAK-733,1.0,1.0,0.0
NCI-H23,TAK-901,1.0,1.0,0.0
NCI-H23,Temuterkib,0.8,0.9,0.1
NCI-H23,Tomivosertib,1.0,1.0,0.0
NCI-H23,Torkinib,0.8,1.0,0.2
NCI-H23,Trametinib,1.0,1.0,0.0
NCI-H23,Tubulin inhibitor 6,1.0,1.0,0.0
NCI-H23,Tucatinib,1.0,1.0,0.0
NCI-H23,ULK-101,1.0,1.0,0.0
NCI-H23,Vemurafenib,1.0,1.0,0.0
NCI-H23,Volasertib,0.9,0.9,0.0
NCI-H23,XRK3F2,1.0,1.0,0.0
NCI-H23,c-Kit-IN-1,1.0,1.0,0.0
NCI-H23,olaparib,1.0,1.0,0.0
NCI-H23,palbociclib,1.0,1.0,0.0
NCI-H23,venetoclax,1.0,1.0,0.0
NCI-H23,vincristine,1.0,1.0,0.0
NCI-H2347,4EGI-1,1.0,1.0,0.0
NCI-H2347,9-ING-41,0.9,1.0,0.1
NCI-H2347,APTO-253,1.0,1.0,0.0
NCI-H2347,AT7519,1.0,1.0,0.0
NCI-H2347,AZD-7648,1.0,1.0,0.0
NCI-H2347,AZD-8055,1.0,1.0,0.0
NCI-H2347,AZD1390,1.0,1.0,0.0
NCI-H2347,AZD2858,1.0,1.0,0.0
NCI-H2347,Abemaciclib,1.0,1.0,0.0
NCI-H2347,Adagrasib,0.9,1.0,0.1
NCI-H2347,Afatinib,1.0,1.0,0.0
NCI-H2347,Alpelisib,1.0,1.0,0.0
