cell_line,drug,RR_ref_oracle_vs_cos,RR_pop_oracle_vs_cos,G_oracle_vs_cos
HepG2/C3A,Ralimetinib dimesylate,1.0,1.0,0.0
HepG2/C3A,Regorafenib,1.0,1.0,0.0
HepG2/C3A,SBI-0640756,1.0,1.0,0.0
HepG2/C3A,Sapanisertib,1.0,1.0,0.0
HepG2/C3A,Sonidegib,1.0,1.0,0.0
HepG2/C3A,TAK-733,1.0,1.0,0.0
HepG2/C3A,TAK-901,1.0,1.0,0.0
HepG2/C3A,Temuterkib,1.0,1.0,0.0
HepG2/C3A,Tomivosertib,1.0,1.0,0.0
HepG2/C3A,Torkinib,1.0,1.0,0.0
HepG2/C3A,Trametinib,1.0,1.0,0.0
HepG2/C3A,Tubulin inhibitor 6,1.0,1.0,0.0
HepG2/C3A,Tucatinib,1.0,1.0,0.0
HepG2/C3A,ULK-101,1.0,1.0,0.0
HepG2/C3A,Vemurafenib,1.0,1.0,0.0
HepG2/C3A,Volasertib,0.9,1.0,0.1
HepG2/C3A,XRK3F2,1.0,1.0,0.0
HepG2/C3A,c-Kit-IN-1,1.0,1.0,0.0
HepG2/C3A,olaparib,1.0,1.0,0.0
HepG2/C3A,palbociclib,1.0,1.0,0.0
HepG2/C3A,venetoclax,1.0,1.0,0.0
HepG2/C3A,vincristine,1.0,1.0,0.0
Hs 766T,4EGI-1,1.0,1.0,0.0
Hs 766T,9-ING-41,1.0,1.0,0.0
Hs 766T,APTO-253,1.0,1.0,0.0
Hs 766T,AT7519,0.9,1.0,0.1
Hs 766T,AZD-7648,1.0,1.0,0.0
Hs 766T,AZD-8055,1.0,1.0,0.0
Hs 766T,AZD1390,1.0,1.0,0.0
Hs 766T,AZD2858,0.4566666666666666,0.5833333333333333,0.1266666666666666
Hs 766T,Abemaciclib,1.0,1.0,0.0
Hs 766T,Adagrasib,1.0,1.0,0.0
Hs 766T,Afatinib,1.0,1.0,0.0
Hs 766T,Alpelisib,1.0,1.0,0.0
Hs 766T,Anastrozole,0.9,0.9,0.0
Hs 766T,BAY1125976,1.0,1.0,0.0
Hs 766T,BI-3406,0.9,1.0,0.1
Hs 766T,BI-78D3,0.74,1.0,0.26
Hs 766T,Belumosudil (mesylate),1.0,1.0,0.0
Hs 766T,Belzutifan,1.0,1.0,0.0
Hs 766T,Bentamapimod,1.0,1.0,0.0
Hs 766T,Bimiralisib,1.0,1.0,0.0
Hs 766T,Binimetinib,1.0,1.0,0.0
Hs 766T,Bortezomib,1.0,1.0,0.0
Hs 766T,Brivudine,1.0,1.0,0.0
Hs 766T,CP21R7,0.8666666666666666,1.0,0.1333333333333333
Hs 766T,Capivasertib,1.0,1.0,0.0
Hs 766T,Capmatinib,1.0,1.0,0.0
Hs 766T,Celecoxib,0.7333333333333333,0.5333333333333333,-0.2
Hs 766T,DT-061,0.4619047619047619,1.0,0.5380952380952382
Hs 766T,DTP3,1.0,1.0,0.0
Hs 766T,Dabrafenib,1.0,1.0,0.0
Hs 766T,ERK5-IN-2,1.0,1.0,0.0
Hs 766T,ETC-206,0.9,1.0,0.1
Hs 766T,EX229,1.0,1.0,0.0
Hs 766T,Elimusertib hydrochloride,1.0,1.0,0.0
Hs 766T,Encorafenib,1.0,1.0,0.0
Hs 766T,Erdafitinib ,1.0,1.0,0.0
Hs 766T,Everolimus,1.0,1.0,0.0
Hs 766T,Futibatinib,1.0,1.0,0.0
Hs 766T,GSK1059615,1.0,1.0,0.0
Hs 766T,Gemcitabine,1.0,1.0,0.0
Hs 766T,HI-TOPK-032,1.0,1.0,0.0
Hs 766T,Hydroxyfasudil,1.0,1.0,0.0
Hs 766T,IQ 1,1.0,1.0,0.0
Hs 766T,Infigratinib,1.0,1.0,0.0
Hs 766T,Ipatasertib,1.0,1.0,0.0
Hs 766T,Irinotecan,1.0,1.0,0.0
Hs 766T,Ixazomib,1.0,1.0,0.0
Hs 766T,LB-100,1.0,0.8666666666666666,-0.1333333333333333
Hs 766T,LJI308,1.0,1.0,0.0
Hs 766T,LY2090314,1.0,1.0,0.0
Hs 766T,Lapatinib ditosylate,1.0,1.0,0.0
Hs 766T,MK-3903,1.0,1.0,0.0
Hs 766T,MK-8353,0.9,0.9,0.0
Hs 766T,ML264,0.9,1.0,0.1
Hs 766T,Methylprednisolone succinate,1.0,1.0,0.0
Hs 766T,Minodronic acid,1.0,1.0,0.0
Hs 766T,NG25,1.0,1.0,0.0
Hs 766T,NVP-BHG712,1.0,1.0,0.0
Hs 766T,OTS514,1.0,1.0,0.0
Hs 766T,Oleic acid,0.8,1.0,0.2
Hs 766T,Oxaliplatin,1.0,1.0,0.0
Hs 766T,PF-06260933,1.0,1.0,0.0
Hs 766T,PH-797804,1.0,1.0,0.0
Hs 766T,Paclitaxel,0.9,1.0,0.1
Hs 766T,Pemigatinib,0.8,1.0,0.2
Hs 766T,Pimitespib,0.4833333333333333,0.9,0.4166666666666667
Hs 766T,Pralsetinib,1.0,1.0,0.0
Hs 766T,RMC-6236,1.0,1.0,0.0
Hs 766T,Ralimetinib dimesylate,0.9,1.0,0.1
Hs 766T,Regorafenib,1.0,1.0,0.0
Hs 766T,SBI-0640756,1.0,1.0,0.0
Hs 766T,Sapanisertib,1.0,1.0,0.0
Hs 766T,Sonidegib,1.0,1.0,0.0
Hs 766T,TAK-733,1.0,1.0,0.0
Hs 766T,TAK-901,1.0,1.0,0.0
Hs 766T,Temuterkib,1.0,1.0,0.0
Hs 766T,Tomivosertib,1.0,1.0,0.0
Hs 766T,Torkinib,0.74,1.0,0.26
Hs 766T,Trametinib,1.0,1.0,0.0
Hs 766T,Tubulin inhibitor 6,0.75,1.0,0.25
Hs 766T,Tucatinib,1.0,1.0,0.0
Hs 766T,ULK-101,1.0,1.0,0.0
Hs 766T,Vemurafenib,1.0,1.0,0.0
Hs 766T,Volasertib,0.9,1.0,0.1
Hs 766T,XRK3F2,1.0,1.0,0.0
Hs 766T,c-Kit-IN-1,1.0,1.0,0.0
Hs 766T,olaparib,1.0,0.9,-0.1
Hs 766T,palbociclib,1.0,1.0,0.0
Hs 766T,venetoclax,1.0,1.0,0.0
Hs 766T,vincristine,1.0,1.0,0.0
J82,4EGI-1,1.0,1.0,0.0
J82,9-ING-41,0.9,1.0,0.1
J82,APTO-253,0.85,0.85,0.0
J82,AT7519,1.0,1.0,0.0
J82,AZD-7648,1.0,1.0,0.0
J82,AZD-8055,1.0,1.0,0.0
J82,AZD1390,1.0,1.0,0.0
J82,AZD2858,0.7666666666666666,1.0,0.2333333333333333
J82,Abemaciclib,1.0,1.0,0.0
J82,Adagrasib,0.7666666666666666,1.0,0.2333333333333333
J82,Afatinib,1.0,1.0,0.0
J82,Alpelisib,1.0,1.0,0.0
J82,Anastrozole,1.0,1.0,0.0
J82,BAY1125976,1.0,1.0,0.0
J82,BI-3406,1.0,1.0,0.0
J82,BI-78D3,1.0,1.0,0.0
J82,Belumosudil (mesylate),1.0,1.0,0.0
J82,Belzutifan,1.0,1.0,0.0
J82,Bentamapimod,1.0,1.0,0.0
J82,Bimiralisib,1.0,1.0,0.0
J82,Binimetinib,1.0,1.0,0.0
J82,Bortezomib,1.0,1.0,0.0
J82,Brivudine,1.0,1.0,0.0
J82,CP21R7,1.0,1.0,0.0
J82,Capivasertib,1.0,1.0,0.0
J82,Capmatinib,1.0,1.0,0.0
J82,Celecoxib,0.9,1.0,0.1
J82,DT-061,1.0,1.0,0.0
J82,DTP3,1.0,1.0,0.0
J82,Dabrafenib,1.0,1.0,0.0
J82,ERK5-IN-2,1.0,1.0,0.0
J82,ETC-206,0.9,1.0,0.1
J82,EX229,1.0,1.0,0.0
J82,Elimusertib hydrochloride,1.0,1.0,0.0
J82,Encorafenib,1.0,1.0,0.0
J82,Erdafitinib ,1.0,1.0,0.0
J82,Everolimus,0.9,1.0,0.1
J82,Futibatinib,1.0,1.0,0.0
J82,GSK1059615,1.0,1.0,0.0
J82,Gemcitabine,1.0,1.0,0.0
J82,HI-TOPK-032,1.0,1.0,0.0
J82,Hydroxyfasudil,1.0,1.0,0.0
J82,IQ 1,1.0,1.0,0.0
J82,Infigratinib,1.0,1.0,0.0
J82,Ipatasertib,1.0,1.0,0.0
J82,Irinotecan,1.0,1.0,0.0
J82,Ixazomib,1.0,1.0,0.0
J82,LB-100,0.9,0.9,0.0
J82,LJI308,1.0,1.0,0.0
J82,LY-2584702 (tosylate salt),1.0,1.0,0.0
J82,LY2090314,1.0,0.9,-0.1
J82,Lapatinib ditosylate,0.9,0.9,0.0
J82,Lonafarnib,1.0,1.0,0.0
J82,MK-3903,0.8,0.9,0.1
J82,MK-8353,1.0,1.0,0.0
J82,ML264,0.85,0.85,0.0
J82,Methylprednisolone succinate,0.8666666666666666,1.0,0.1333333333333333
J82,Minodronic acid,0.8333333333333333,0.8666666666666666,0.0333333333333333
J82,NG25,1.0,1.0,0.0
J82,NVP-BHG712,1.0,1.0,0.0
J82,OTS514,1.0,1.0,0.0
J82,Oleic acid,0.5666666666666667,0.9,0.3333333333333333
J82,Oxaliplatin,1.0,1.0,0.0
J82,PF-06260933,1.0,1.0,0.0
J82,PH-797804,1.0,1.0,0.0
J82,Paclitaxel,1.0,1.0,0.0
J82,Pemigatinib,0.8400000000000001,1.0,0.16
J82,Pimitespib,0.9,1.0,0.1
J82,Pralsetinib,1.0,1.0,0.0
J82,RMC-6236,1.0,1.0,0.0
J82,Ralimetinib dimesylate,1.0,1.0,0.0
J82,Regorafenib,1.0,1.0,0.0
J82,SBI-0640756,1.0,1.0,0.0
J82,Sapanisertib,1.0,1.0,0.0
J82,Sonidegib,1.0,1.0,0.0
J82,TAK-733,1.0,1.0,0.0
J82,TAK-901,1.0,1.0,0.0
J82,Temuterkib,1.0,1.0,0.0
J82,Tomivosertib,1.0,1.0,0.0
J82,Torkinib,1.0,1.0,0.0
J82,Trametinib,1.0,1.0,0.0
J82,Tubulin inhibitor 6,1.0,1.0,0.0
J82,Tucatinib,0.8,1.0,0.2
J82,ULK-101,0.8666666666666666,0.9,0.0333333333333333
J82,Vemurafenib,0.6666666666666666,0.85,0.1833333333333333
J82,Volasertib,0.74,0.8,0.06
J82,XRK3F2,1.0,1.0,0.0
J82,c-Kit-IN-1,1.0,1.0,0.0
J82,olaparib,1.0,1.0,0.0
J82,palbociclib,1.0,1.0,0.0
J82,venetoclax,1.0,1.0,0.0
J82,vincristine,1.0,1.0,0.0
KATO III,4EGI-1,1.0,1.0,0.0
KATO III,9-ING-41,1.0,1.0,0.0
KATO III,APTO-253,1.0,1.0,0.0
KATO III,AT7519,1.0,1.0,0.0
KATO III,AZD-7648,1.0,1.0,0.0
KATO III,AZD-8055,1.0,1.0,0.0
KATO III,AZD1390,0.8666666666666666,1.0,0.1333333333333333
KATO III,AZD2858,1.0,1.0,0.0
KATO III,Abemaciclib,1.0,1.0,0.0
KATO III,Adagrasib,0.9,1.0,0.1
KATO III,Afatinib,1.0,1.0,0.0
KATO III,Alpelisib,1.0,1.0,0.0
KATO III,Anastrozole,0.85,1.0,0.15
KATO III,BAY1125976,1.0,1.0,0.0
KATO III,BI-3406,1.0,1.0,0.0
KATO III,BI-78D3,0.75,0.9,0.15
KATO III,Belumosudil (mesylate),1.0,1.0,0.0
KATO III,Belzutifan,1.0,1.0,0.0
KATO III,Bentamapimod,1.0,1.0,0.0
KATO III,Bimiralisib,1.0,1.0,0.0
KATO III,Binimetinib,1.0,1.0,0.0
KATO III,Bortezomib,1.0,1.0,0.0
KATO III,Brivudine,1.0,1.0,0.0
KATO III,CP21R7,0.9,0.9,0.0
KATO III,Capivasertib,0.9,1.0,0.1
KATO III,Capmatinib,1.0,1.0,0.0
KATO III,Celecoxib,0.8333333333333333,0.9,0.0666666666666666
KATO III,DT-061,1.0,1.0,0.0
KATO III,DTP3,1.0,1.0,0.0
KATO III,Dabrafenib,1.0,1.0,0.0
KATO III,ERK5-IN-2,1.0,1.0,0.0
KATO III,ETC-206,0.7048780487804878,0.8133333333333332,0.1084552845528455
KATO III,EX229,1.0,1.0,0.0
KATO III,Elimusertib hydrochloride,1.0,1.0,0.0
KATO III,Encorafenib,1.0,1.0,0.0
KATO III,Erdafitinib ,1.0,0.9,-0.1
KATO III,Everolimus,1.0,1.0,0.0
KATO III,Futibatinib,1.0,1.0,0.0
KATO III,GSK1059615,1.0,1.0,0.0
KATO III,Gemcitabine,1.0,1.0,0.0
KATO III,HI-TOPK-032,1.0,1.0,0.0
KATO III,Hydroxyfasudil,1.0,1.0,0.0
KATO III,IQ 1,1.0,1.0,0.0
KATO III,Infigratinib,1.0,1.0,0.0
KATO III,Ipatasertib,1.0,1.0,0.0
KATO III,Irinotecan,1.0,1.0,0.0
KATO III,Ixazomib,1.0,1.0,0.0
KATO III,LB-100,1.0,1.0,0.0
KATO III,LJI308,1.0,1.0,0.0
KATO III,LY-2584702 (tosylate salt),1.0,1.0,0.0
KATO III,LY2090314,1.0,1.0,0.0
KATO III,Lapatinib ditosylate,0.9,1.0,0.1
KATO III,MK-3903,1.0,1.0,0.0
KATO III,MK-8353,0.9,1.0,0.1
KATO III,ML264,1.0,1.0,0.0
KATO III,Methylprednisolone succinate,1.0,1.0,0.0
KATO III,Minodronic acid,0.9,1.0,0.1
KATO III,NG25,1.0,1.0,0.0
KATO III,NVP-BHG712,1.0,1.0,0.0
KATO III,OTS514,1.0,1.0,0.0
KATO III,Oleic acid,1.0,1.0,0.0
KATO III,Oxaliplatin,1.0,1.0,0.0
KATO III,PF-06260933,1.0,1.0,0.0
KATO III,PH-797804,1.0,1.0,0.0
KATO III,Paclitaxel,1.0,1.0,0.0
KATO III,Pemigatinib,1.0,1.0,0.0
KATO III,Pimitespib,0.8666666666666666,1.0,0.1333333333333333
KATO III,Pralsetinib,1.0,1.0,0.0
KATO III,RMC-6236,1.0,1.0,0.0
KATO III,Ralimetinib dimesylate,1.0,1.0,0.0
KATO III,Regorafenib,1.0,1.0,0.0
KATO III,SBI-0640756,1.0,1.0,0.0
KATO III,Sapanisertib,1.0,1.0,0.0
KATO III,Sonidegib,1.0,1.0,0.0
KATO III,TAK-733,1.0,1.0,0.0
KATO III,TAK-901,1.0,1.0,0.0
KATO III,Temuterkib,1.0,1.0,0.0
KATO III,Tomivosertib,1.0,1.0,0.0
KATO III,Torkinib,1.0,1.0,0.0
KATO III,Trametinib,1.0,1.0,0.0
KATO III,Tubulin inhibitor 6,0.8400000000000001,1.0,0.16
KATO III,Tucatinib,1.0,1.0,0.0
KATO III,ULK-101,1.0,1.0,0.0
KATO III,Vemurafenib,1.0,1.0,0.0
KATO III,Volasertib,1.0,1.0,0.0
KATO III,XRK3F2,1.0,1.0,0.0
KATO III,c-Kit-IN-1,1.0,1.0,0.0
KATO III,olaparib,1.0,1.0,0.0
KATO III,palbociclib,1.0,1.0,0.0
KATO III,venetoclax,1.0,1.0,0.0
KATO III,vincristine,1.0,1.0,0.0
LOX-IMVI,4EGI-1,1.0,1.0,0.0
LOX-IMVI,9-ING-41,0.9,1.0,0.1
LOX-IMVI,APTO-253,1.0,0.7666666666666667,-0.2333333333333333
LOX-IMVI,AT7519,1.0,1.0,0.0
LOX-IMVI,AZD-7648,1.0,1.0,0.0
LOX-IMVI,AZD-8055,1.0,1.0,0.0
LOX-IMVI,AZD1390,1.0,1.0,0.0
LOX-IMVI,AZD2858,0.75,0.8,0.05
LOX-IMVI,Abemaciclib,1.0,1.0,0.0
LOX-IMVI,Adagrasib,0.4199999999999999,1.0,0.5800000000000001
LOX-IMVI,Afatinib,1.0,1.0,0.0
LOX-IMVI,Alpelisib,1.0,1.0,0.0
LOX-IMVI,Anastrozole,1.0,1.0,0.0
LOX-IMVI,BAY1125976,1.0,1.0,0.0
LOX-IMVI,BI-3406,1.0,1.0,0.0
LOX-IMVI,BI-78D3,0.8,1.0,0.2
LOX-IMVI,Belumosudil (mesylate),1.0,1.0,0.0
LOX-IMVI,Belzutifan,1.0,1.0,0.0
LOX-IMVI,Bentamapimod,1.0,1.0,0.0
LOX-IMVI,Bimiralisib,1.0,1.0,0.0
LOX-IMVI,Binimetinib,1.0,1.0,0.0
LOX-IMVI,Bortezomib,1.0,1.0,0.0
LOX-IMVI,Brivudine,1.0,1.0,0.0
LOX-IMVI,CP21R7,1.0,1.0,0.0
LOX-IMVI,Capivasertib,0.7333333333333333,0.8285714285714285,0.0952380952380952
LOX-IMVI,Capmatinib,1.0,1.0,0.0
LOX-IMVI,Celecoxib,0.7333333333333333,0.74,0.0066666666666666
LOX-IMVI,DT-061,1.0,1.0,0.0
LOX-IMVI,DTP3,1.0,1.0,0.0
LOX-IMVI,Dabrafenib,1.0,1.0,0.0
LOX-IMVI,ERK5-IN-2,1.0,1.0,0.0
LOX-IMVI,ETC-206,0.72,0.8181818181818181,0.0981818181818181
LOX-IMVI,EX229,1.0,1.0,0.0
LOX-IMVI,Elimusertib hydrochloride,1.0,1.0,0.0
LOX-IMVI,Encorafenib,1.0,1.0,0.0
LOX-IMVI,Erdafitinib ,0.8,0.7666666666666666,-0.0333333333333333
LOX-IMVI,Everolimus,1.0,1.0,0.0
LOX-IMVI,Futibatinib,1.0,1.0,0.0
LOX-IMVI,GSK1059615,1.0,1.0,0.0
LOX-IMVI,Gemcitabine,1.0,0.9,-0.1
LOX-IMVI,HI-TOPK-032,1.0,1.0,0.0
LOX-IMVI,Hydroxyfasudil,1.0,1.0,0.0
LOX-IMVI,IQ 1,0.8,0.8666666666666666,0.0666666666666666
LOX-IMVI,Infigratinib,1.0,1.0,0.0
LOX-IMVI,Ipatasertib,1.0,1.0,0.0
LOX-IMVI,Irinotecan,1.0,1.0,0.0
LOX-IMVI,Ixazomib,1.0,1.0,0.0
LOX-IMVI,LB-100,0.9,0.85,-0.05
LOX-IMVI,LJI308,1.0,1.0,0.0
LOX-IMVI,LY-2584702 (tosylate salt),1.0,1.0,0.0
LOX-IMVI,LY2090314,1.0,1.0,0.0
LOX-IMVI,Lapatinib ditosylate,0.8666666666666666,0.7,-0.1666666666666666
LOX-IMVI,Lonafarnib,1.0,1.0,0.0
LOX-IMVI,MK-3903,1.0,1.0,0.0
LOX-IMVI,MK-8353,0.5740740740740741,0.8181818181818181,0.2441077441077441
LOX-IMVI,ML264,1.0,1.0,0.0
LOX-IMVI,Methylprednisolone succinate,0.8,1.0,0.2
LOX-IMVI,Minodronic acid,1.0,1.0,0.0
LOX-IMVI,NG25,1.0,1.0,0.0
LOX-IMVI,NVP-BHG712,0.7666666666666666,0.9,0.1333333333333333
LOX-IMVI,OTS514,1.0,1.0,0.0
LOX-IMVI,Oleic acid,0.58,0.7666666666666667,0.1866666666666666
LOX-IMVI,Oxaliplatin,1.0,0.9,-0.1
LOX-IMVI,PF-06260933,1.0,1.0,0.0
LOX-IMVI,PH-797804,1.0,1.0,0.0
LOX-IMVI,Paclitaxel,1.0,1.0,0.0
LOX-IMVI,Pemigatinib,1.0,1.0,0.0
LOX-IMVI,Pimitespib,1.0,1.0,0.0
LOX-IMVI,Pralsetinib,1.0,1.0,0.0
LOX-IMVI,RMC-6236,1.0,1.0,0.0
LOX-IMVI,Ralimetinib dimesylate,0.9,1.0,0.1
LOX-IMVI,Regorafenib,1.0,1.0,0.0
LOX-IMVI,SBI-0640756,1.0,1.0,0.0
LOX-IMVI,Sapanisertib,1.0,1.0,0.0
LOX-IMVI,Sonidegib,1.0,1.0,0.0
LOX-IMVI,TAK-733,1.0,1.0,0.0
LOX-IMVI,TAK-901,1.0,1.0,0.0
LOX-IMVI,Temuterkib,1.0,0.9,-0.1
LOX-IMVI,Tomivosertib,1.0,1.0,0.0
LOX-IMVI,Torkinib,0.9,0.9,0.0
LOX-IMVI,Trametinib,1.0,1.0,0.0
LOX-IMVI,Tubulin inhibitor 6,1.0,1.0,0.0
LOX-IMVI,Tucatinib,0.9,0.8,-0.1
LOX-IMVI,ULK-101,1.0,1.0,0.0
LOX-IMVI,Vemurafenib,0.9,1.0,0.1
LOX-IMVI,Volasertib,1.0,0.9,-0.1
LOX-IMVI,XRK3F2,1.0,1.0,0.0
LOX-IMVI,c-Kit-IN-1,1.0,1.0,0.0
LOX-IMVI,olaparib,1.0,1.0,0.0
LOX-IMVI,palbociclib,1.0,1.0,0.0
LOX-IMVI,venetoclax,1.0,1.0,0.0
LOX-IMVI,vincristine,1.0,1.0,0.0
LS 180,4EGI-1,1.0,1.0,0.0
LS 180,9-ING-41,1.0,1.0,0.0
LS 180,APTO-253,1.0,1.0,0.0
LS 180,AT7519,1.0,1.0,0.0
LS 180,AZD-7648,1.0,1.0,0.0
LS 180,AZD-8055,1.0,1.0,0.0
LS 180,AZD1390,1.0,1.0,0.0
LS 180,AZD2858,0.9,1.0,0.1
LS 180,Abemaciclib,1.0,1.0,0.0
LS 180,Adagrasib,1.0,1.0,0.0
LS 180,Afatinib,1.0,1.0,0.0
LS 180,Alpelisib,1.0,1.0,0.0
LS 180,Anastrozole,1.0,1.0,0.0
LS 180,BAY1125976,1.0,1.0,0.0
LS 180,BI-3406,0.9,1.0,0.1
LS 180,BI-78D3,1.0,1.0,0.0
LS 180,Belumosudil (mesylate),1.0,1.0,0.0
LS 180,Belzutifan,1.0,1.0,0.0
LS 180,Bentamapimod,0.9,1.0,0.1
LS 180,Bimiralisib,1.0,1.0,0.0
LS 180,Binimetinib,1.0,1.0,0.0
LS 180,Bortezomib,1.0,1.0,0.0
LS 180,Brivudine,1.0,1.0,0.0
LS 180,CP21R7,0.9,1.0,0.1
LS 180,Capivasertib,0.9,1.0,0.1
LS 180,Capmatinib,1.0,1.0,0.0
LS 180,Celecoxib,0.9,1.0,0.1
LS 180,DT-061,1.0,1.0,0.0
LS 180,DTP3,1.0,1.0,0.0
LS 180,Dabrafenib,1.0,1.0,0.0
LS 180,ERK5-IN-2,1.0,1.0,0.0
LS 180,ETC-206,1.0,0.7666666666666666,-0.2333333333333333
LS 180,EX229,1.0,1.0,0.0
LS 180,Elimusertib hydrochloride,1.0,1.0,0.0
LS 180,Encorafenib,1.0,1.0,0.0
LS 180,Erdafitinib ,1.0,0.9,-0.1
LS 180,Everolimus,1.0,1.0,0.0
LS 180,Futibatinib,1.0,1.0,0.0
LS 180,GSK1059615,1.0,1.0,0.0
LS 180,Gemcitabine,1.0,1.0,0.0
LS 180,HI-TOPK-032,1.0,1.0,0.0
LS 180,Hydroxyfasudil,1.0,1.0,0.0
LS 180,IQ 1,1.0,1.0,0.0
LS 180,Infigratinib,1.0,1.0,0.0
LS 180,Ipatasertib,1.0,1.0,0.0
LS 180,Irinotecan,1.0,1.0,0.0
LS 180,Ixazomib,1.0,1.0,0.0
LS 180,LB-100,0.9,1.0,0.1
LS 180,LJI308,1.0,1.0,0.0
LS 180,LY-2584702 (tosylate salt),1.0,1.0,0.0
LS 180,LY2090314,1.0,1.0,0.0
LS 180,Lapatinib ditosylate,0.8666666666666666,0.9,0.0333333333333333
LS 180,MK-3903,1.0,1.0,0.0
LS 180,MK-8353,0.9,0.9,0.0
LS 180,ML264,1.0,1.0,0.0
LS 180,Methylprednisolone succinate,1.0,1.0,0.0
LS 180,Minodronic acid,1.0,1.0,0.0
LS 180,NG25,1.0,1.0,0.0
LS 180,NVP-BHG712,1.0,1.0,0.0
LS 180,OTS514,1.0,1.0,0.0
LS 180,Oleic acid,0.9,0.9,0.0
LS 180,Oxaliplatin,1.0,1.0,0.0
LS 180,PF-06260933,1.0,1.0,0.0
LS 180,PH-797804,1.0,1.0,0.0
LS 180,Paclitaxel,1.0,1.0,0.0
LS 180,Pemigatinib,0.9,1.0,0.1
LS 180,Pimitespib,1.0,1.0,0.0
LS 180,Pralsetinib,1.0,1.0,0.0
LS 180,RMC-6236,1.0,1.0,0.0
LS 180,Ralimetinib dimesylate,1.0,1.0,0.0
LS 180,Regorafenib,1.0,1.0,0.0
LS 180,SBI-0640756,1.0,1.0,0.0
LS 180,Sapanisertib,1.0,1.0,0.0
LS 180,Sonidegib,1.0,1.0,0.0
LS 180,TAK-733,1.0,1.0,0.0
LS 180,TAK-901,1.0,1.0,0.0
LS 180,Temuterkib,1.0,1.0,0.0
LS 180,Tomivosertib,1.0,1.0,0.0
LS 180,Torkinib,1.0,1.0,0.0
LS 180,Trametinib,1.0,1.0,0.0
LS 180,Tubulin inhibitor 6,1.0,1.0,0.0
LS 180,Tucatinib,1.0,1.0,0.0
LS 180,ULK-101,1.0,1.0,0.0
LS 180,Vemurafenib,1.0,1.0,0.0
LS 180,Volasertib,1.0,1.0,0.0
LS 180,XRK3F2,1.0,1.0,0.0
LS 180,c-Kit-IN-1,1.0,1.0,0.0
LS 180,olaparib,1.0,1.0,0.0
LS 180,palbociclib,1.0,1.0,0.0
LS 180,venetoclax,1.0,1.0,0.0
LS 180,vincristine,1.0,1.0,0.0
LoVo,4EGI-1,1.0,1.0,0.0
LoVo,9-ING-41,1.0,1.0,0.0
LoVo,APTO-253,1.0,1.0,0.0
LoVo,AT7519,1.0,1.0,0.0
LoVo,AZD-7648,1.0,1.0,0.0
LoVo,AZD-8055,1.0,1.0,0.0
LoVo,AZD1390,1.0,1.0,0.0
LoVo,AZD2858,0.8,1.0,0.2
LoVo,Abemaciclib,1.0,1.0,0.0
LoVo,Adagrasib,0.7666666666666666,1.0,0.2333333333333333
LoVo,Afatinib,1.0,1.0,0.0
LoVo,Alpelisib,1.0,1.0,0.0
LoVo,Anastrozole,1.0,1.0,0.0
LoVo,BAY1125976,1.0,1.0,0.0
LoVo,BI-3406,1.0,1.0,0.0
LoVo,BI-78D3,0.9,1.0,0.1
LoVo,Belumosudil (mesylate),1.0,1.0,0.0
LoVo,Belzutifan,1.0,1.0,0.0
LoVo,Bentamapimod,1.0,1.0,0.0
LoVo,Bimiralisib,1.0,1.0,0.0
LoVo,Binimetinib,1.0,1.0,0.0
LoVo,Bortezomib,1.0,1.0,0.0
LoVo,Brivudine,1.0,1.0,0.0
LoVo,CP21R7,0.8666666666666666,1.0,0.1333333333333333
LoVo,Capivasertib,0.9,1.0,0.1
LoVo,Capmatinib,1.0,1.0,0.0
LoVo,Celecoxib,1.0,0.7333333333333333,-0.2666666666666667
LoVo,DT-061,1.0,1.0,0.0
LoVo,DTP3,1.0,1.0,0.0
LoVo,Dabrafenib,1.0,1.0,0.0
LoVo,ERK5-IN-2,1.0,1.0,0.0
LoVo,ETC-206,0.7666666666666666,1.0,0.2333333333333333
LoVo,EX229,1.0,1.0,0.0
LoVo,Elimusertib hydrochloride,1.0,1.0,0.0
LoVo,Encorafenib,1.0,1.0,0.0
LoVo,Erdafitinib ,1.0,1.0,0.0
LoVo,Everolimus,1.0,1.0,0.0
LoVo,Futibatinib,1.0,1.0,0.0
LoVo,GSK1059615,1.0,1.0,0.0
LoVo,Gemcitabine,1.0,1.0,0.0
LoVo,HI-TOPK-032,1.0,1.0,0.0
LoVo,Hydroxyfasudil,1.0,1.0,0.0
LoVo,IQ 1,1.0,1.0,0.0
LoVo,Infigratinib,1.0,1.0,0.0
LoVo,Ipatasertib,1.0,1.0,0.0
LoVo,Irinotecan,1.0,1.0,0.0
LoVo,Ixazomib,1.0,1.0,0.0
LoVo,LB-100,0.9,1.0,0.1
LoVo,LJI308,0.9,1.0,0.1
LoVo,LY-2584702 (tosylate salt),1.0,1.0,0.0
LoVo,LY2090314,1.0,1.0,0.0
LoVo,Lapatinib ditosylate,1.0,1.0,0.0
LoVo,Lonafarnib,1.0,1.0,0.0
LoVo,MK-3903,1.0,1.0,0.0
LoVo,MK-8353,0.7066666666666667,0.85,0.1433333333333333
LoVo,ML264,0.85,1.0,0.15
LoVo,Methylprednisolone succinate,1.0,1.0,0.0
LoVo,Minodronic acid,1.0,1.0,0.0
LoVo,NG25,1.0,1.0,0.0
LoVo,NVP-BHG712,0.9,1.0,0.1
